"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"1244","KX547352.1",0.00304463986727569,2.28080741798025e-05,"Orthoflavivirus nilense","USA"," Orange Co., NY","Culex","2016-08-02T00:00:00Z",41.3873306,-74.2507287,62,0.876944303512573,-17.4378662109375,35086,"USA:  Orange Co., NY",13,328.446070337636
"1245","KX547294.1",0.00304463986727569,3.24447801401812e-05,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Culex","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.876944303512573,21.4877319335938,36103,"USA:  Rockland Co., NY",31,328.446070337636
"1246","MH166896.1",0.00304100598073368,0.000209584447400902,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.876944303512573,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,328.83855090569
"1247","MH170272.1",0.00285783596552271,0.0026691297277343,"Orthoflavivirus nilense","USA"," GA, Garden City, Chatham","Culex","2018-11-19T00:00:00Z",32.0959975,-81.1934656,63,0.876944303512573,103.388916015625,34605,"USA:  GA, Garden City, Chatham",2,349.915114815589
"1248","MH166898.1",0.00170657952672621,0.000826396532206313,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.876944303512573,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,585.967418651936
"1249","KX547303.1",0.00170657952672621,0.00184273319552799,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.876944303512573,26.6135660807292,35887,"USA:  Westchester Co., NY",28,585.967418651936
"1250","KX547332.1",0.00165916182615217,0.00184273319552799,"Orthoflavivirus nilense","USA"," Bronx Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8506558,-73.8665241,6,0.876944303512573,52.0631917317708,43395.5,"USA:  Bronx Co., NY",7,602.713963302267
"1251","MH166908.1",0.00159686592906705,0.0028787141751352,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.876944303512573,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,626.226649211709
"1252","KX547308.1",0.00159686592906705,0.00013838787981024,"Orthoflavivirus nilense","USA"," Bronx Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.8506558,-73.8665241,6,0.876944303512573,52.0631917317708,43395.5,"USA:  Bronx Co., NY",7,626.226649211709
"1253","KX547168.1",0.00291639432277338,2.18850211517047e-05,"Orthoflavivirus nilense","USA"," Albany Co., NY","Haemorhous mexicanus","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.876944303512573,19.3028564453125,28368,"USA:  Albany Co., NY",16,342.889160149317
"1254","JF415914.1",0.00288116358052368,0.00032010593233886,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.876944303512573,104.833542606545,23983.4957983193,"USA:  Texas",44,347.08199380274
"1255","HQ671740.1",0.00288116358052368,0.00243078012197458,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.876944303512573,31.6479328588108,34805.5593220339,"USA:  New York",73,347.08199380274
"1256","KX547596.1",0.00241211891520376,0.00243078012197458,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Quiscalus quiscula","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.876944303512573,62.630615234375,41925,"USA:  Suffolk Co., NY",63,414.573259094702
"1257","OQ721289.1",0.00166390711085862,1.16602964117789e-05,"Orthoflavivirus nilense","USA"," St. Louis, Minnesota","","2023-08-02T00:00:00Z",47.6201005,-92.4363343,21,0.876944303512573,-28.7494506835937,41747,"USA:  St. Louis, Minnesota",5,600.995087690909
"1258","DQ164198.1",0.00166390711085862,0.000742446957180887,"Orthoflavivirus nilense","USA"," TX","Homo sapiens","2005-10-08T00:00:00Z",31.2638905,-98.5456116,59607,0.876944303512573,104.833542606545,23983.4957983193,"USA:  TX",8,600.995087690909
"1259","JF920753.1",0.00204309102186511,0.00199677880072078,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.876944303512573,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,489.454453716465
"1260","KX547287.1",0.002352526420423,0.00199677880072078,"Orthoflavivirus nilense","USA"," New York Co., NY","Passer domesticus","2016-08-02T00:00:00Z",40.7814865,-73.9590544,10,0.876944303512573,54.0326538085938,43395.5,"USA:  New York Co., NY",3,425.074928518845
"1261","JX015521.1",0.0023312421957175,7.63177479461358e-05,"Orthoflavivirus nilense","USA"," El Paso, Texas","Culex tarsalis","2012-11-21T00:00:00Z",31.7550511,-106.488234,120,0.876944303512573,16.0096282958985,17639,"USA:  El Paso, Texas",7,428.955859600089
"1262","OQ721636.1",0.0023312421957175,1.59011305653108e-05,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","Corvus","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.876944303512573,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,428.955859600089
"1263","HQ671726.1",0.0022358844630182,0.00264700687939022,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.876944303512573,31.6479328588108,34805.5593220339,"USA:  New York",73,447.250301408735
"1264","HM756650.1",0.0019811249128343,0.000662641723625329,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.876944303512573,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,504.763729698068
"1265","DQ164197.1",0.00170931565601021,0.00198436515576489,"Orthoflavivirus nilense","USA"," GA","Homo sapiens","2005-10-08T00:00:00Z",32.3293809,-83.1137366,24374,0.876944303512573,114.085142582798,30884.1280991736,"USA:  GA",3,585.029451104511
"1266","KX547302.1",0.00134971816655792,0.00198436515576489,"Orthoflavivirus nilense","USA"," Broome Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.1455623,-75.8404114,25,0.876944303512573,-0.15716552734375,29960.5,"USA:  Broome Co., NY",6,740.895414151698
"1267","HM756648.1",0.00134971816655792,1.07582307981831e-05,"Orthoflavivirus nilense","USA"," Connecticut","Ochlerotatus trivittatus","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.876944303512573,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,740.895414151698
"1268","KX547345.1",0.00153505674730938,0.000394937057152316,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.876944303512573,21.4877319335938,36103,"USA:  Rockland Co., NY",31,651.441714941666
"1269","MH166883.1",0.00153505674730938,1.652644131534e-05,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Aves","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.876944303512573,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,651.441714941666
"1270","HM488213.1",0.00175311758127299,0.000518138708210256,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.876944303512573,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,570.412395997917
"1271","DQ431693.1",0.00175311758127299,0.00172254757247943,"Orthoflavivirus nilense","USA"," Texas","Homo sapiens","2007-03-31T00:00:00Z",31.2638905,-98.5456116,59607,0.876944303512573,104.833542606545,23983.4957983193,"USA:  Texas",44,570.412395997917
"1272","KX547241.1",0.00189893012233472,0.00172254757247943,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.876944303512573,16.881103515625,40860.75,"USA:  Erie Co., NY",34,526.612321453151
"1273","DQ164205.1",0.00241827438109865,1.63775137341309e-05,"Orthoflavivirus nilense","USA"," TX","Homo sapiens","2005-10-08T00:00:00Z",31.2638905,-98.5456116,59607,0.876944303512573,104.833542606545,23983.4957983193,"USA:  TX",8,413.518005986438
"1274","KX547289.1",0.00241827438109865,0.00222430876695556,"Orthoflavivirus nilense","USA"," Cortland Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5842136,-76.0704906,96,0.876944303512573,10.185302734375,28883,"USA:  Cortland Co., NY",4,413.518005986438
"1275","DQ431712.1",0.00298087450438413,0.00222430876695556,"Orthoflavivirus nilense","USA"," Arizona","Homo sapiens","2007-03-31T00:00:00Z",34.395342,-111.763275,33223,0.876944303512573,15.21252333849,14295.5609756097,"USA:  Arizona",2,335.472022901081
"1276","JF957181.1",0.00289940549605891,0.00034396876986525,"Orthoflavivirus nilense","USA"," SD","","2013-05-13T00:00:00Z",44.6471761,-100.348761,100217,0.876944303512573,20.851683370183,29051.7944250871,"USA:  SD",3,344.898290825232
"1277","KX547187.1",0.00248299399169694,8.97722349493166e-05,"Orthoflavivirus nilense","USA"," Albany Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.876944303512573,19.3028564453125,28368,"USA:  Albany Co., NY",16,402.739597173401
"1278","OQ721731.1",0.00248299399169694,0.00182347171719046,"Orthoflavivirus nilense","USA"," Kandiyohi, Minnesota","","2023-08-02T00:00:00Z",45.142373,-95.0025846,47,0.876944303512573,26.3389282226563,42518.25,"USA:  Kandiyohi, Minnesota",2,402.739597173401
"1279","KX547191.1",0.00283508245912147,0.00182347171719046,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Culex","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,1.47552394866943,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,352.723426714678
"1280","DQ164196.1",0.00271954879780811,3.76230921989532e-05,"Orthoflavivirus nilense","USA"," GA","Homo sapiens","2005-10-08T00:00:00Z",32.3293809,-83.1137366,24374,0.551264444986979,114.085142582798,30884.1280991736,"USA:  GA",3,367.708055397269
"1281","MH166884.1",0.00239975972750086,0.00187562085994082,"Orthoflavivirus nilense","USA"," VA, Norfolk County","Culicidae","2018-11-19T00:00:00Z",42.2647,-70.99427,20,0.551264444986979,39.1637573242188,46071.3333333333,"USA:  VA, Norfolk County",40,416.708384818764
"1282","KX547447.1",0.00239975972750086,0.00187562085994082,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.551264444986979,62.630615234375,41925,"USA:  Suffolk Co., NY",63,416.708384818764
"1283","MH170255.1",0.00271401168697784,0.00265214977915734,"Orthoflavivirus nilense","USA"," CO, Scarborough Forth Collins","Culex pipiens","2018-11-19T00:00:00Z",37.961788,-81.165761,7,1.52766036987305,78.1229654947917,24455,"USA:  CO, Scarborough Forth Collins",1,368.458251229397
"1284","DQ431696.1",0.00254357187610809,0.00166552350745051,"Orthoflavivirus nilense","USA"," Wisconsin","Homo sapiens","2007-03-31T00:00:00Z",44.4308975,-89.6884637,48303,1.52766036987305,32.8350657448473,35650.902173913,"USA:  Wisconsin",2,393.147922963394
"1285","KX547260.1",0.00184962776136606,0.00110724756801464,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,1.52766036987305,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,540.649324630293
"1286","KX547231.1",0.00184962776136606,0.00110724756801464,"Orthoflavivirus nilense","USA"," Westchester Co., NY","Culex","2016-08-02T00:00:00Z",41.1763139,-73.7907554,27,0.641424655914307,26.6135660807292,35887,"USA:  Westchester Co., NY",28,540.649324630293
"1287","JF957182.1",0.00243380985180866,0.00293396702945519,"Orthoflavivirus nilense","USA"," TX","","2013-05-13T00:00:00Z",31.2638905,-98.5456116,59607,0.641424655914307,104.833542606545,23983.4957983193,"USA:  TX",8,410.878441985459
"1288","KX547603.1",0.00243380985180866,0.0029900390383997,"Orthoflavivirus nilense","USA"," Saratoga Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.0833231,-73.8712155,10,0.641424655914307,13.1061401367188,33319,"USA:  Saratoga Co., NY",1,410.878441985459
"1289","KX547592.1",0.00235974526853627,0.0031463141452686,"Orthoflavivirus nilense","USA"," Albany Co., NY","Culex","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.641424655914307,19.3028564453125,28368,"USA:  Albany Co., NY",16,423.774554539225
"1290","KX547463.1",0.00229042241078547,0.000711099204692544,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.620029211044312,62.630615234375,41925,"USA:  Suffolk Co., NY",63,436.600687843018
"1291","HQ705660.1",0.0022556198367735,0.00266801667760632,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,1.4699592590332,31.6479328588108,34805.5593220339,"USA:  New York",73,443.337119002476
"1292","KX547362.1",0.00224805884080861,0.000152405405470162,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Culex","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.312925338745117,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,444.828214389757
"1293","HM488237.1",0.00224805884080861,0.00251561127213616,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.568617184956869,31.6479328588108,34805.5593220339,"USA:  New York",73,444.828214389757
"1294","JF415921.1",0.00265833240252087,0.00251561127213616,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.568617184956869,104.833542606545,23983.4957983193,"USA:  Texas",44,376.175680306838
"1295","MH170227.1",0.00268999414458692,9.03435845147709e-05,"Orthoflavivirus nilense","USA"," CO, Larimer County","Culex tarsalis","2018-11-19T00:00:00Z",40.339672,-105.571048,66,0.53367805480957,-32.0276285807292,25134,"USA:  CO, Larimer County",3,371.748021092277
"1296","HM488220.1",0.00259765108450261,0.000360062113261284,"Orthoflavivirus nilense","USA"," Connecticut","Culex salinarius","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.843764781951905,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,384.96317152289
"1297","KX547580.1",0.00256124003603209,0.00302732674944385,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.325031598409017,10.8241577148438,46235,"USA:  Niagara Co., NY",15,390.435877126619
"1298","KX547608.1",0.00246908577986864,0.00302732674944385,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.325031598409017,16.881103515625,40860.75,"USA:  Erie Co., NY",34,405.008205123275
"1299","OQ721302.1",0.00246908577986864,0.000407812607837814,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","Corvus","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.556121826171875,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,405.008205123275
"1300","JF415924.1",0.00260002306441375,6.68645400588022e-05,"Orthoflavivirus nilense","USA"," Texas","Cyanocitta cristata","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.556121826171875,104.833542606545,23983.4957983193,"USA:  Texas",44,384.611972750126
"1301","OQ721584.1",0.00279164144926775,0.00291271171480852,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.29052841891149,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,358.21219098975
"1302","OQ721259.1",0.00279164144926775,0.000136976966231482,"Orthoflavivirus nilense","USA"," Belmont, Ohio","","2023-08-02T00:00:00Z",40.0057737,-81.0097516,329,0.440488815307617,126.963928222657,30858.25,"USA:  Belmont, Ohio",1,358.21219098975
"1303","HM488155.1",0.00285373861099145,0.00277573474857704,"Orthoflavivirus nilense","USA"," Connecticut","Culex restuans","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.440488815307617,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,350.41751762001
"1304","KX547208.1",0.00279265048245654,0.00277573474857704,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Culex","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.440488815307617,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,358.082762695157
"1305","DQ164199.1",0.00274727021882333,3.29649593510876e-05,"Orthoflavivirus nilense","USA"," TX","Homo sapiens","2005-10-08T00:00:00Z",31.2638905,-98.5456116,59607,0.440488815307617,104.833542606545,23983.4957983193,"USA:  TX",8,363.997685101506
"1306","JF415928.1",0.00274727021882333,0.00294661129551623,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2011-07-14T00:00:00Z",31.2638905,-98.5456116,59607,0.440488815307617,104.833542606545,23983.4957983193,"USA:  Texas",44,363.997685101506
"1307","HM488241.1",0.00316029138001009,0.000286530486080049,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.440488815307617,31.6479328588108,34805.5593220339,"USA:  New York",73,316.426518872702
"1308","KX547370.1",0.00310485560793824,0.000229535500720002,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Culex","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,1.33672475814819,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,322.076169160099
"1309","JN183892.1",0.00310485560793824,0.00243054530871618,"Orthoflavivirus nilense","USA"," Illinois","Culex pipiens","2011-10-11T00:00:00Z",40.0796606,-89.4337288,29694,1.33672475814819,126.531822693823,33368.3650190114,"USA:  Illinois",35,322.076169160099
"1310","JF972636.1",0.00350089362007033,0.00243054530871618,"Orthoflavivirus nilense","USA"," Connecticut","Culiseta melanura","2011-05-24T00:00:00Z",41.6500201,-72.7342163,8568,0.600540482020401,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,285.641355757594
"1311","KX547220.1",0.00364977810200295,0.00266008080943618,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Coquillettidia","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.600540482020401,62.630615234375,41925,"USA:  Suffolk Co., NY",63,273.989259635048
"1312","JF920735.1",0.00343131895592908,7.87615680968366e-05,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-05-17T00:00:00Z",41.6500201,-72.7342163,8568,0.600540482020401,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,291.433123193654
"1313","JX015519.1",0.00343131895592908,0.000153408135824514,"Orthoflavivirus nilense","USA"," El Paso, Texas","Culex quinquefasciatus","2012-11-21T00:00:00Z",31.7550511,-106.488234,120,0.600540482020401,16.0096282958985,17639,"USA:  El Paso, Texas",7,291.433123193654
"1314","MH507723.1",0.00283653905143477,1.20985363273492e-05,"Orthoflavivirus nilense","USA"," Alta_Loma,California","Pheucticus melanocephalus","2019-01-20T00:00:00Z",34.122887,-117.5985775,79,0.600540482020401,35.1298522949219,43086,"USA:  Alta_Loma,California",1,352.542299565445
"1315","OQ721280.1",0.00215434663266639,5.33475362478131e-05,"Orthoflavivirus nilense","USA"," San Diego, California","Culex quinquefasciatus","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.600540482020401,17.9892501831055,34426.25,"USA:  San Diego, California",61,464.177855521014
"1316","MH507611.1",0.00145750582992674,6.6740820901683e-05,"Orthoflavivirus nilense","USA"," La_Jolla,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.8401623,-117.2740777,35,0.600540482020401,21.2571411132812,34430,"USA:  La_Jolla,California",1,686.103602103785
"1317","OQ721677.1",0.0013414482341207,0.000146159618164607,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.600540482020401,17.9892501831055,34426.25,"USA:  San Diego, California",61,745.46298139897
"1318","MH507649.1",0.0013414482341207,9.91015748162032e-05,"Orthoflavivirus nilense","USA"," Pine_Valley,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.8417439,-116.5150479,195,0.600540482020401,36.5171356201171,19487,"USA:  Pine_Valley,California",1,745.46298139897
"1319","MH507948.1",0.0018553161571135,0.000266552676514767,"Orthoflavivirus nilense","USA"," Santee,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.8383828,-116.9739167,18,0.600540482020401,29.1495564778646,29486,"USA:  Santee,California",8,538.991694847199
"1320","MH507626.1",0.00216727487628816,0.00262574302883856,"Orthoflavivirus nilense","USA"," Santee,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.8383828,-116.9739167,18,0.600540482020401,29.1495564778646,29486,"USA:  Santee,California",8,461.408938451166
"1321","KX547446.1",0.00340337552388088,0.00262574302883856,"Orthoflavivirus nilense","USA"," Wyoming Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7039813,-78.2415228,630,0.600540482020401,28.9446411132812,34797.5,"USA:  Wyoming Co., NY",2,293.825936333848
"1322","KX547530.1",0.00340337552388088,0.000331276931559698,"Orthoflavivirus nilense","USA"," Dutchess Co., NY","Passer domesticus","2016-08-02T00:00:00Z",41.7194303,-73.7516205,63,0.600540482020401,7.34185791015625,33440.75,"USA:  Dutchess Co., NY",13,293.825936333848
"1323","OQ721628.1",0.00398368635588655,0.00256101877379362,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.600540482020401,17.9892501831055,34426.25,"USA:  San Diego, California",61,251.023778145168
"1324","OQ721609.1",0.00326954422883184,0.00256101877379362,"Orthoflavivirus nilense","USA"," Hennepin, Minnesota","","2023-08-02T00:00:00Z",45.0257232,-93.4865052,120,0.600540482020401,28.8611246744792,46159.5,"USA:  Hennepin, Minnesota",12,305.853027214526
"1325","KX547544.1",0.00236941377811022,0.000201265043059496,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Accipiter striatus","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,0.600540482020401,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,422.045321605909
"1326","JF957175.1",0.00236941377811022,0.00279013223711003,"Orthoflavivirus nilense","USA"," NV","","2013-05-13T00:00:00Z",39.5158825,-116.853722,30636,0.600540482020401,-29.4675007232613,12118.3854961832,"USA:  NV",5,422.045321605909
"1327","OQ721333.1",0.00341835367045836,2.30493203050124e-05,"Orthoflavivirus nilense","USA"," Morrow, Oregon","","2023-08-02T00:00:00Z",45.360901,-119.6052459,55,0.600540482020401,-76.5794372558594,24070,"USA:  Morrow, Oregon",2,292.53848384445
"1328","KX547318.1",0.00376974915828595,0.00276708291680502,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.600540482020401,10.8241577148438,46235,"USA:  Niagara Co., NY",15,265.269639440595
"1329","HQ671721.1",0.0030918600450721,8.45906151676575e-05,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2011-01-10T00:00:00Z",40.7127281,-74.0060152,13972,0.600540482020401,31.6479328588108,34805.5593220339,"USA:  New York",73,323.429904789458
"1330","KX547606.1",0.00295687445733783,0.000100229240006007,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Culex","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.600540482020401,21.4877319335938,36103,"USA:  Rockland Co., NY",31,338.194946869788
"1331","KX547276.1",0.00290639141965214,0.00258226306163135,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.600540482020401,16.881103515625,40860.75,"USA:  Erie Co., NY",34,344.069278913467
"1332","KX547539.1",0.00290639141965214,0.00258226306163135,"Orthoflavivirus nilense","USA"," Tompkins Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.445339,-76.472794,138,0.15330483956523,-1.6793212890625,30720.25,"USA:  Tompkins Co., NY",3,344.069278913467
"1333","JF957169.1",0.00287825076802353,2.3387387269101e-06,"Orthoflavivirus nilense","USA"," CO","","2013-05-13T00:00:00Z",38.7251776,-105.607716,62984,1.40911674499512,-21.8422800161641,26937.3153846154,"USA:  CO",6,347.433243520574
"1334","MH170270.1",0.0022798612334534,0.000808914317131243,"Orthoflavivirus nilense","USA"," GA, Henry County","Corvus brachyrhynchos","2018-11-19T00:00:00Z",33.3854428,-84.2863132,152,0.643866062164306,127.148132324218,42879,"USA:  GA, Henry County",1,438.623186940751
"1335","MH507944.1",0.00117524322182262,0.00187123924577921,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.643866062164306,-17.0910949707031,71444,"USA:  Bakersfield,California",141,850.887698334608
"1336","MH507927.1",0.00117524322182262,0.00187123924577921,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.643866062164306,-17.0910949707031,71444,"USA:  Bakersfield,California",141,850.887698334608
"1337","OQ721844.1",0.00123988555355229,2.10061047830473e-07,"Orthoflavivirus nilense","USA"," Kern, California","","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.643866062164306,-29.6595306396485,41201,"USA:  Kern, California",20,806.526051646446
"1338","KX547247.1",0.00218104938279225,0.000772071558541246,"Orthoflavivirus nilense","USA"," Erie Co., NY","Culex","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,1.31509351730347,16.881103515625,40860.75,"USA:  Erie Co., NY",34,458.494891445222
"1339","DQ431704.1",0.00221982511522177,0.00190787194332137,"Orthoflavivirus nilense","USA"," Colorado","Homo sapiens","2007-03-31T00:00:00Z",38.7251776,-105.607716,62984,1.74151849746704,-21.8422800161641,26937.3153846154,"USA:  Colorado",5,450.485938348389
"1340","KX547363.1",0.00225746661165769,0.000242001069212902,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Culex","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,1.74151849746704,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,442.97443640404
"1341","KX547609.1",0.00232207636065833,0.00166587087410847,"Orthoflavivirus nilense","USA"," Albany Co., NY","Sciurus carolinensis","2016-08-02T00:00:00Z",42.5986896,-73.9843997,6,0.303119659423828,19.3028564453125,28368,"USA:  Albany Co., NY",16,430.649059153461
"1342","KX547389.1",0.00236442631222315,0.00166587087410847,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culiseta","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.87467098236084,62.630615234375,41925,"USA:  Suffolk Co., NY",63,422.935574194212
"1343","JF730043.1",0.0022718162330756,0.000154570071622668,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2011-04-19T00:00:00Z",41.6500201,-72.7342163,8568,0.87467098236084,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,440.176448007061
"1344","HM488163.1",0.00225330339576764,0.00252537343023995,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,1.29561305046081,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,443.792878437184
